disease,state,year,weeks_reporting,count,population
Hepatitis A,Missouri,1969,50,586,4645362
Hepatitis A,Missouri,1970,51,725,4676501
Hepatitis A,Missouri,1971,51,648,4706447
Hepatitis A,Missouri,1972,47,778,4735161
Hepatitis A,Missouri,1973,51,793,4762611
Hepatitis A,Missouri,1974,36,204,4788763
Hepatitis A,Missouri,1975,47,450,4813585
Hepatitis A,Missouri,1976,52,605,4837046
Hepatitis A,Missouri,1977,51,543,4859115
Hepatitis A,Missouri,1978,50,563,4879764
Hepatitis A,Missouri,1979,50,387,4898963
Hepatitis A,Missouri,1980,36,176,4916686
Hepatitis A,Missouri,1981,46,277,4933014
Hepatitis A,Missouri,1982,49,201,4948457
Hepatitis A,Missouri,1983,46,128,4963641
Hepatitis A,Missouri,1984,39,132,4979200
Hepatitis A,Missouri,1985,33,84,4995774
Hepatitis A,Missouri,1986,37,111,5014014
Hepatitis A,Missouri,1987,48,457,5034581
Hepatitis A,Missouri,1988,23,333,5058149
Hepatitis A,Missouri,1989,32,525,5085409
Hepatitis A,Missouri,1990,40,387,5117073
Hepatitis A,Missouri,1991,35,410,5153640
Hepatitis A,Missouri,1992,27,883,5194663
Hepatitis A,Missouri,1993,27,595,5239450
Hepatitis A,Missouri,1994,28,393,5287287
Hepatitis A,Missouri,1995,39,982,5337439
Hepatitis A,Missouri,1996,42,1244,5389146
Hepatitis A,Missouri,1997,24,514,5441615
Hepatitis A,Missouri,1998,33,332,5494023
Hepatitis A,Missouri,1999,36,614,5545517
Hepatitis A,Missouri,2000,40,244,5595211
Hepatitis A,Missouri,2001,40,86,5642386
Hepatitis A,Missouri,2002,46,81,5687091
Hepatitis A,Missouri,2003,46,68,5729584
Hepatitis A,Missouri,2004,44,50,5770132
Hepatitis A,Missouri,2005,48,50,5809016
Hepatitis A,Missouri,2006,50,40,5846524
Hepatitis A,Missouri,2007,49,31,5882957
Hepatitis A,Missouri,2008,52,42,5918623
Hepatitis A,Missouri,2009,48,31,5953838
Hepatitis A,Missouri,2010,51,21,5988927
Hepatitis A,Missouri,2011,48,12,6024167
Hepatitis A,Montana,1966,36,99,684571
Hepatitis A,Montana,1967,45,181,685406
Hepatitis A,Montana,1968,51,288,687055
Hepatitis A,Montana,1969,41,120,689919
Hepatitis A,Montana,1970,42,166,694409
Hepatitis A,Montana,1971,49,211,700821
Hepatitis A,Montana,1972,46,239,708926
Hepatitis A,Montana,1973,49,253,718357
Hepatitis A,Montana,1974,44,367,728732
Hepatitis A,Montana,1975,49,247,739650
Hepatitis A,Montana,1976,30,66,750689
Hepatitis A,Montana,1977,48,198,761397
Hepatitis A,Montana,1978,44,241,771300
Hepatitis A,Montana,1979,43,175,779902
Hepatitis A,Montana,1980,26,85,786690
Hepatitis A,Montana,1981,33,83,791300
Hepatitis A,Montana,1982,29,45,793988
Hepatitis A,Montana,1983,22,32,795180
Hepatitis A,Montana,1984,27,139,795319
Hepatitis A,Montana,1985,26,97,794850
Hepatitis A,Montana,1986,28,63,794221
Hepatitis A,Montana,1987,40,85,793880
Hepatitis A,Montana,1988,22,25,794273
Hepatitis A,Montana,1989,33,41,795849
Hepatitis A,Montana,1990,42,111,799065
Hepatitis A,Montana,1991,38,58,804268
Hepatitis A,Montana,1992,35,71,811322
Hepatitis A,Montana,1993,28,22,819972
Hepatitis A,Montana,1994,25,22,829960
Hepatitis A,Montana,1995,40,114,841021
Hepatitis A,Montana,1996,43,83,852879
Hepatitis A,Montana,1997,26,37,865242
Hepatitis A,Montana,1998,35,56,877803
Hepatitis A,Montana,1999,36,11,890236
Hepatitis A,Montana,2000,39,6,902195
Hepatitis A,Montana,2001,41,10,913392
Hepatitis A,Montana,2002,48,12,923821
Hepatitis A,Montana,2003,38,6,933555
Hepatitis A,Montana,2004,39,7,942672
Hepatitis A,Montana,2005,51,9,951256
Hepatitis A,Montana,2006,44,10,959396
Hepatitis A,Montana,2007,35,8,967183
Hepatitis A,Montana,2008,16,0,974715
Hepatitis A,Montana,2009,45,5,982091
Hepatitis A,Montana,2010,38,3,989415
Hepatitis A,Montana,2011,47,2,996776
Hepatitis A,Nebraska,1966,24,49,1453112
Hepatitis A,Nebraska,1967,35,66,1459975
Hepatitis A,Nebraska,1968,38,81,1467219
Hepatitis A,Nebraska,1969,34,125,1475004
Hepatitis A,Nebraska,1970,44,132,1483493
Hepatitis A,Nebraska,1971,43,145,1492783
Hepatitis A,Nebraska,1972,30,66,1502682
Hepatitis A,Nebraska,1973,29,41,1512919
Hepatitis A,Nebraska,1974,30,68,1523216
Hepatitis A,Nebraska,1975,27,86,1533288
Hepatitis A,Nebraska,1976,28,63,1542842
Hepatitis A,Nebraska,1977,38,166,1551580
Hepatitis A,Nebraska,1978,37,129,1559195
Hepatitis A,Nebraska,1979,33,92,1565380
Hepatitis A,Nebraska,1980,22,53,1569825
Hepatitis A,Nebraska,1981,24,39,1572348
Hepatitis A,Nebraska,1982,21,31,1573274
Hepatitis A,Nebraska,1983,21,69,1573062
Hepatitis A,Nebraska,1984,22,42,1572171
Hepatitis A,Nebraska,1985,22,59,1571064
Hepatitis A,Nebraska,1986,16,30,1570199
Hepatitis A,Nebraska,1987,25,111,1570038
Hepatitis A,Nebraska,1988,22,31,1571038
Hepatitis A,Nebraska,1989,32,76,1573664
Hepatitis A,Nebraska,1990,42,69,1578385
Hepatitis A,Nebraska,1991,38,154,1585548
Hepatitis A,Nebraska,1992,35,200,1594962
Hepatitis A,Nebraska,1993,27,68,1606305
Hepatitis A,Nebraska,1994,29,97,1619252
Hepatitis A,Nebraska,1995,34,72,1633470
Hepatitis A,Nebraska,1996,41,196,1648618
Hepatitis A,Nebraska,1997,23,67,1664345
Hepatitis A,Nebraska,1998,32,38,1680284
Hepatitis A,Nebraska,1999,34,47,1696054
Hepatitis A,Nebraska,2000,39,40,1711263
Hepatitis A,Nebraska,2001,42,33,1725585
Hepatitis A,Nebraska,2002,32,12,1739024
Hepatitis A,Nebraska,2003,41,13,1751670
Hepatitis A,Nebraska,2004,45,10,1763616
Hepatitis A,Nebraska,2005,48,9,1774961
Hepatitis A,Nebraska,2006,42,18,1785806
Hepatitis A,Nebraska,2007,46,16,1796258
Hepatitis A,Nebraska,2008,50,35,1806423
Hepatitis A,Nebraska,2009,45,21,1816413
Hepatitis A,Nebraska,2010,40,12,1826341
Hepatitis A,Nebraska,2011,46,5,1836304
Hepatitis A,Nevada,1966,10,21,396522
Hepatitis A,Nevada,1967,10,23,417907
Hepatitis A,Nevada,1968,18,43,440326
Hepatitis A,Nevada,1969,23,129,463893
Hepatitis A,Nevada,1970,28,137,488738
Hepatitis A,Nevada,1971,17,77,514975
Hepatitis A,Nevada,1972,27,116,542597
Hepatitis A,Nevada,1973,26,111,571543
Hepatitis A,Nevada,1974,39,243,601731
Hepatitis A,Nevada,1975,41,172,633049
Hepatitis A,Nevada,1976,38,109,665357
Hepatitis A,Nevada,1977,4,4,698482
Hepatitis A,Nevada,1978,31,76,732215
Hepatitis A,Nevada,1979,43,239,766312
Hepatitis A,Nevada,1980,35,283,800493
Hepatitis A,Nevada,1981,45,203,834541
Hepatitis A,Nevada,1982,43,177,868652
Hepatitis A,Nevada,1983,40,137,903179
Hepatitis A,Nevada,1984,46,286,938546
Hepatitis A,Nevada,1985,44,393,975244
Hepatitis A,Nevada,1986,39,175,1013842
Hepatitis A,Nevada,1987,45,136,1054991
Hepatitis A,Nevada,1988,23,84,1099441
Hepatitis A,Nevada,1989,34,211,1148056
Hepatitis A,Nevada,1990,42,262,1201833
Hepatitis A,Nevada,1991,38,207,1261687
Hepatitis A,Nevada,1992,36,69,1327618
Hepatitis A,Nevada,1993,28,111,1399295
Hepatitis A,Nevada,1994,27,178,1476255
Hepatitis A,Nevada,1995,39,262,1557866
Hepatitis A,Nevada,1996,45,392,1643298
Hepatitis A,Nevada,1997,25,252,1731492
Hepatitis A,Nevada,1998,33,151,1821142
Hepatitis A,Nevada,1999,34,84,1910677
Hepatitis A,Nevada,2000,41,63,1998257
Hepatitis A,Nevada,2001,39,46,2082164
Hepatitis A,Nevada,2002,44,39,2162061
Hepatitis A,Nevada,2003,45,42,2238093
Hepatitis A,Nevada,2004,44,13,2310540
Hepatitis A,Nevada,2005,46,9,2379808
Hepatitis A,Nevada,2006,47,9,2446420
Hepatitis A,Nevada,2007,44,11,2511012
Hepatitis A,Nevada,2008,35,7,2574323
Hepatitis A,Nevada,2009,44,12,2637191
Hepatitis A,Nevada,2010,47,13,2700551
Hepatitis A,Nevada,2011,39,4,2765255
Hepatitis A,New Hampshire,1966,33,56,678002
Hepatitis A,New Hampshire,1967,26,44,692033
Hepatitis A,New Hampshire,1968,26,46,706664
Hepatitis A,New Hampshire,1969,45,169,721885
Hepatitis A,New Hampshire,1970,46,206,737681
Hepatitis A,New Hampshire,1971,49,231,754035
Hepatitis A,New Hampshire,1972,47,344,770920
Hepatitis A,New Hampshire,1973,50,230,788307
Hepatitis A,New Hampshire,1974,49,143,806160
Hepatitis A,New Hampshire,1975,40,116,824441
Hepatitis A,New Hampshire,1976,35,72,843108
Hepatitis A,New Hampshire,1977,31,46,862113
Hepatitis A,New Hampshire,1978,26,56,881404
Hepatitis A,New Hampshire,1979,25,43,900924
Hepatitis A,New Hampshire,1980,17,30,920610
Hepatitis A,New Hampshire,1981,24,40,940395
Hepatitis A,New Hampshire,1982,21,31,960206
Hepatitis A,New Hampshire,1983,23,33,979966
Hepatitis A,New Hampshire,1984,23,36,999592
Hepatitis A,New Hampshire,1985,4,4,1018996
Hepatitis A,New Hampshire,1986,7,16,1038083
Hepatitis A,New Hampshire,1987,15,34,1056757
Hepatitis A,New Hampshire,1988,23,18,1074915
Hepatitis A,New Hampshire,1989,32,29,1092450
Hepatitis A,New Hampshire,1990,40,4,1109252
Hepatitis A,New Hampshire,1991,36,23,1125230
Hepatitis A,New Hampshire,1992,34,32,1140382
Hepatitis A,New Hampshire,1993,27,28,1154734
Hepatitis A,New Hampshire,1994,26,12,1168313
Hepatitis A,New Hampshire,1995,35,7,1181155
Hepatitis A,New Hampshire,1996,44,23,1193299
Hepatitis A,New Hampshire,1997,24,18,1204785
Hepatitis A,New Hampshire,1998,34,11,1215662
Hepatitis A,New Hampshire,1999,36,12,1225978
Hepatitis A,New Hampshire,2000,41,16,1235786
Hepatitis A,New Hampshire,2001,41,16,1245139
Hepatitis A,New Hampshire,2002,46,10,1254081
Hepatitis A,New Hampshire,2003,40,8,1262657
Hepatitis A,New Hampshire,2004,42,25,1270912
Hepatitis A,New Hampshire,2005,48,76,1278893
Hepatitis A,New Hampshire,2006,48,35,1286651
Hepatitis A,New Hampshire,2007,50,11,1294235
Hepatitis A,New Hampshire,2008,39,11,1301697
Hepatitis A,New Hampshire,2009,45,6,1309091
Hepatitis A,New Hampshire,2010,22,1,1316470
Hepatitis A,New Hampshire,2011,0,0,1323882
Hepatitis A,New Jersey,1966,52,932,6817662
Hepatitis A,New Jersey,1967,52,1307,6921960
Hepatitis A,New Jersey,1968,51,1566,7016221
Hepatitis A,New Jersey,1969,50,1767,7098828
Hepatitis A,New Jersey,1970,51,2655,7168164
Hepatitis A,New Jersey,1971,51,3382,7223179
Hepatitis A,New Jersey,1972,47,2428,7265073
Hepatitis A,New Jersey,1973,48,1715,7295705
Hepatitis A,New Jersey,1974,48,980,7317030
Hepatitis A,New Jersey,1975,46,942,7331068
Hepatitis A,New Jersey,1976,48,1249,7339883
Hepatitis A,New Jersey,1977,48,912,7345561
Hepatitis A,New Jersey,1978,47,686,7350204
Hepatitis A,New Jersey,1979,48,651,7355920
Hepatitis A,New Jersey,1980,36,493,7364823
Hepatitis A,New Jersey,1981,38,767,7378668
Hepatitis A,New Jersey,1982,49,709,7397735
Hepatitis A,New Jersey,1983,50,552,7421942
Hepatitis A,New Jersey,1984,45,573,7451215
Hepatitis A,New Jersey,1985,44,365,7485491
Hepatitis A,New Jersey,1986,37,214,7524714
Hepatitis A,New Jersey,1987,39,206,7568834
Hepatitis A,New Jersey,1988,22,198,7617809
Hepatitis A,New Jersey,1989,31,349,7671604
Hepatitis A,New Jersey,1990,38,248,7730188
Hepatitis A,New Jersey,1991,34,224,7793388
Hepatitis A,New Jersey,1992,34,154,7860434
Hepatitis A,New Jersey,1993,27,143,7930377
Hepatitis A,New Jersey,1994,27,208,8002241
Hepatitis A,New Jersey,1995,37,205,8075011
Hepatitis A,New Jersey,1996,33,264,8147636
Hepatitis A,New Jersey,1997,24,128,8219025
Hepatitis A,New Jersey,1998,32,236,8288053
Hepatitis A,New Jersey,1999,36,81,8353559
Hepatitis A,New Jersey,2000,19,140,8414350
Hepatitis A,New Jersey,2001,30,186,8469501
Hepatitis A,New Jersey,2002,44,131,8519244
Hepatitis A,New Jersey,2003,40,142,8564124
Hepatitis A,New Jersey,2004,49,138,8604708
Hepatitis A,New Jersey,2005,47,192,8641583
Hepatitis A,New Jersey,2006,43,62,8675353
Hepatitis A,New Jersey,2007,46,98,8706635
Hepatitis A,New Jersey,2008,47,58,8736057
Hepatitis A,New Jersey,2009,48,54,8764261
Hepatitis A,New Jersey,2010,48,13,8791894
Hepatitis A,New Jersey,2011,35,28,8819504
Hepatitis A,New Mexico,1966,52,479,991022
Hepatitis A,New Mexico,1967,50,493,993555
Hepatitis A,New Mexico,1968,49,286,997800
Hepatitis A,New Mexico,1969,48,266,1004888
Hepatitis A,New Mexico,1970,50,351,1016000
Hepatitis A,New Mexico,1971,51,492,1032078
Hepatitis A,New Mexico,1972,47,446,1052832
Hepatitis A,New Mexico,1973,51,491,1077656
Hepatitis A,New Mexico,1974,47,643,1105915
Hepatitis A,New Mexico,1975,45,385,1136922
Hepatitis A,New Mexico,1976,48,402,1169912
Hepatitis A,New Mexico,1977,50,483,1204026
Hepatitis A,New Mexico,1978,49,469,1238298
Hepatitis A,New Mexico,1979,47,593,1271650
Hepatitis A,New Mexico,1980,13,39,1302894
Hepatitis A,New Mexico,1981,44,253,1331035
Hepatitis A,New Mexico,1982,47,385,1356188
Hepatitis A,New Mexico,1983,47,222,1378808
Hepatitis A,New Mexico,1984,46,254,1399412
Hepatitis A,New Mexico,1985,40,391,1418565
Hepatitis A,New Mexico,1986,39,373,1436874
Hepatitis A,New Mexico,1987,51,407,1454982
Hepatitis A,New Mexico,1988,22,263,1473568
Hepatitis A,New Mexico,1989,34,484,1493346
Hepatitis A,New Mexico,1990,42,745,1515069
Hepatitis A,New Mexico,1991,38,599,1539342
Hepatitis A,New Mexico,1992,31,180,1566028
Hepatitis A,New Mexico,1993,26,216,1594781
Hepatitis A,New Mexico,1994,28,590,1625235
Hepatitis A,New Mexico,1995,41,686,1656994
Hepatitis A,New Mexico,1996,45,280,1689627
Hepatitis A,New Mexico,1997,27,186,1722670
Hepatitis A,New Mexico,1998,35,102,1755621
Hepatitis A,New Mexico,1999,38,45,1787939
Hepatitis A,New Mexico,2000,41,48,1819046
Hepatitis A,New Mexico,2001,40,29,1848459
Hepatitis A,New Mexico,2002,48,29,1876190
Hepatitis A,New Mexico,2003,41,22,1902391
Hepatitis A,New Mexico,2004,43,20,1927235
Hepatitis A,New Mexico,2005,48,23,1950906
Hepatitis A,New Mexico,2006,47,12,1973608
Hepatitis A,New Mexico,2007,43,10,1995553
Hepatitis A,New Mexico,2008,42,14,2016970
Hepatitis A,New Mexico,2009,44,6,2038095
Hepatitis A,New Mexico,2010,43,4,2059179
Hepatitis A,New Mexico,2011,48,4,2080437
Hepatitis A,New York,1966,50,2435,17895985
Hepatitis A,New York,1967,52,3394,18025684
Hepatitis A,New York,1968,52,3728,18128492
Hepatitis A,New York,1969,49,3976,18200269
Hepatitis A,New York,1970,51,5024,18236967
Hepatitis A,New York,1971,50,4825,18236388
Hepatitis A,New York,1972,46,3438,18203314
Hepatitis A,New York,1973,47,2821,18144367
Hepatitis A,New York,1974,46,2193,18066218
Hepatitis A,New York,1975,49,1932,17975503
Hepatitis A,New York,1976,51,2072,17878766
Hepatitis A,New York,1977,50,1266,17782428
Hepatitis A,New York,1978,49,1155,17692772
Hepatitis A,New York,1979,50,1065,17615962
Hepatitis A,New York,1980,38,666,17558072
Hepatitis A,New York,1981,45,1103,17523755
Hepatitis A,New York,1982,48,1145,17512164
Hepatitis A,New York,1983,47,1305,17521154
Hepatitis A,New York,1984,47,1683,17548657
Hepatitis A,New York,1985,30,434,17592652
Hepatitis A,New York,1986,19,207,17651150
Hepatitis A,New York,1987,40,782,17722172
Hepatitis A,New York,1988,22,545,17803734
Hepatitis A,New York,1989,33,1089,17893839
Hepatitis A,New York,1990,41,1403,17990455
Hepatitis A,New York,1991,34,1254,18091650
Hepatitis A,New York,1992,29,632,18195984
Hepatitis A,New York,1993,24,189,18302118
Hepatitis A,New York,1994,21,496,18408682
Hepatitis A,New York,1995,39,1090,18514274
Hepatitis A,New York,1996,41,782,18617460
Hepatitis A,New York,1997,24,463,18716776
Hepatitis A,New York,1998,34,521,18810729
Hepatitis A,New York,1999,36,397,18897802
Hepatitis A,New York,2000,40,487,18976457
Hepatitis A,New York,2001,38,411,19045556
Hepatitis A,New York,2002,46,715,19105612
Hepatitis A,New York,2003,43,532,19157572
Hepatitis A,New York,2004,48,380,19202409
Hepatitis A,New York,2005,48,388,19241109
Hepatitis A,New York,2006,47,280,19274679
Hepatitis A,New York,2007,47,262,19304134
Hepatitis A,New York,2008,51,148,19330500
Hepatitis A,New York,2009,48,101,19354809
Hepatitis A,New York,2010,48,2815,19378102
Hepatitis A,New York,2011,49,112,19401248
Hepatitis A,North Carolina,1966,52,399,4843951
Hepatitis A,North Carolina,1967,52,339,4897944
Hepatitis A,North Carolina,1968,50,371,4955195
Hepatitis A,North Carolina,1969,50,635,5016342
Hepatitis A,North Carolina,1970,51,956,5082059
Hepatitis A,North Carolina,1971,51,1288,5152805
Hepatitis A,North Carolina,1972,47,1504,5228047
Hepatitis A,North Carolina,1973,51,1284,5306964
Hepatitis A,North Carolina,1974,49,866,5388688
Hepatitis A,North Carolina,1975,51,634,5472289
Hepatitis A,North Carolina,1976,52,496,5556784
Hepatitis A,North Carolina,1977,50,432,5641121
Hepatitis A,North Carolina,1978,48,329,5724190
Hepatitis A,North Carolina,1979,50,452,5804815
Hepatitis A,North Carolina,1980,37,263,5881766
Hepatitis A,North Carolina,1981,48,236,5954197
Hepatitis A,North Carolina,1982,48,147,6023017
Hepatitis A,North Carolina,1983,43,126,6089643
Hepatitis A,North Carolina,1984,41,105,6155563
Hepatitis A,North Carolina,1985,38,83,6222335
Hepatitis A,North Carolina,1986,30,71,6291584
Hepatitis A,North Carolina,1987,49,170,6365009
Hepatitis A,North Carolina,1988,22,218,6444390
Hepatitis A,North Carolina,1989,34,291,6531602
Hepatitis A,North Carolina,1990,42,531,6628637
Hepatitis A,North Carolina,1991,38,125,6737074
Hepatitis A,North Carolina,1992,35,77,6856389
Hepatitis A,North Carolina,1993,27,55,6985472
Hepatitis A,North Carolina,1994,29,84,7123139
Hepatitis A,North Carolina,1995,41,89,7268111
Hepatitis A,North Carolina,1996,44,184,7418999
Hepatitis A,North Carolina,1997,26,95,7574287
Hepatitis A,North Carolina,1998,35,86,7732325
Hepatitis A,North Carolina,1999,36,120,7891315
Hepatitis A,North Carolina,2000,41,125,8049313
Hepatitis A,North Carolina,2001,40,197,8204646
Hepatitis A,North Carolina,2002,49,204,8357246
Hepatitis A,North Carolina,2003,45,112,8507499
Hepatitis A,North Carolina,2004,46,97,8655838
Hepatitis A,North Carolina,2005,50,83,8802741
Hepatitis A,North Carolina,2006,50,100,8948728
Hepatitis A,North Carolina,2007,48,65,9094366
Hepatitis A,North Carolina,2008,47,62,9240262
Hepatitis A,North Carolina,2009,49,38,9387070
Hepatitis A,North Carolina,2010,43,47,9535483
Hepatitis A,North Carolina,2011,49,26,9686120
Hepatitis A,North Dakota,1966,23,45,620595
Hepatitis A,North Dakota,1967,27,53,618774
Hepatitis A,North Dakota,1968,28,66,617557
Hepatitis A,North Dakota,1969,28,43,617149
Hepatitis A,North Dakota,1970,26,66,617761
Hepatitis A,North Dakota,1971,43,135,619530
Hepatitis A,North Dakota,1972,30,77,622305
Hepatitis A,North Dakota,1973,14,26,625858
Hepatitis A,North Dakota,1974,16,36,629961
Hepatitis A,North Dakota,1975,35,99,634384
Hepatitis A,North Dakota,1976,42,159,638887
Hepatitis A,North Dakota,1977,29,66,643226
Hepatitis A,North Dakota,1978,25,72,647149
Hepatitis A,North Dakota,1979,6,13,650399
Hepatitis A,North Dakota,1980,1,3,652717
Hepatitis A,North Dakota,1981,2,2,653912
Hepatitis A,North Dakota,1982,0,0,654077
Hepatitis A,North Dakota,1983,1,1,653381
Hepatitis A,North Dakota,1984,0,0,651996
Hepatitis A,North Dakota,1985,5,9,650094
Hepatitis A,North Dakota,1986,6,8,647847
Hepatitis A,North Dakota,1987,0,0,645427
Hepatitis A,North Dakota,1988,22,5,643003
Hepatitis A,North Dakota,1989,27,10,640739
Hepatitis A,North Dakota,1990,41,20,638800
Hepatitis A,North Dakota,1991,33,49,637317
Hepatitis A,North Dakota,1992,34,74,636298
Hepatitis A,North Dakota,1993,27,55,635718
Hepatitis A,North Dakota,1994,24,5,635555
Hepatitis A,North Dakota,1995,34,17,635789
Hepatitis A,North Dakota,1996,42,128,636399
Hepatitis A,North Dakota,1997,22,7,637364
Hepatitis A,North Dakota,1998,31,3,638665
Hepatitis A,North Dakota,1999,24,2,640283
Hepatitis A,North Dakota,2000,21,2,642200
Hepatitis A,North Dakota,2001,21,2,644395
Hepatitis A,North Dakota,2002,34,2,646845
Hepatitis A,North Dakota,2003,13,0,649525
Hepatitis A,North Dakota,2004,36,0,652411
Hepatitis A,North Dakota,2005,0,0,655476
Hepatitis A,North Dakota,2006,0,0,658696
Hepatitis A,North Dakota,2007,0,0,662044
Hepatitis A,North Dakota,2008,0,0,665494
Hepatitis A,North Dakota,2009,5,0,669019
Hepatitis A,North Dakota,2010,4,3,672591
Hepatitis A,North Dakota,2011,0,0,676187
Hepatitis A,Ohio,1966,52,1350,10407031
Hepatitis A,Ohio,1967,52,1410,10482699
Hepatitis A,Ohio,1968,52,2032,10548245
Hepatitis A,Ohio,1969,50,1927,10604419
Hepatitis A,Ohio,1970,51,2247,10652017
Hepatitis A,Ohio,1971,51,1986,10691820
Hepatitis A,Ohio,1972,47,1821,10724428
Hepatitis A,Ohio,1973,51,1695,10750407
Hepatitis A,Ohio,1974,49,1302,10770347
Hepatitis A,Ohio,1975,50,1619,10784850
Hepatitis A,Ohio,1976,52,1418,10794532
Hepatitis A,Ohio,1977,50,1381,10800017
Hepatitis A,Ohio,1978,50,1101,10801937
Hepatitis A,Ohio,1979,50,931,10800929
Hepatitis A,Ohio,1980,37,459,10797630
Hepatitis A,Ohio,1981,47,562,10792749
Hepatitis A,Ohio,1982,49,774,10787264
Hepatitis A,Ohio,1983,50,779,10782220
Hepatitis A,Ohio,1984,49,595,10778661
Hepatitis A,Ohio,1985,44,298,10777629
Hepatitis A,Ohio,1986,41,290,10780167
Hepatitis A,Ohio,1987,49,246,10787323
Hepatitis A,Ohio,1988,22,124,10800151
Hepatitis A,Ohio,1989,34,270,10819719
Hepatitis A,Ohio,1990,41,229,10847115
Hepatitis A,Ohio,1991,38,233,10883011
Hepatitis A,Ohio,1992,34,282,10926334
Hepatitis A,Ohio,1993,28,175,10975568
Hepatitis A,Ohio,1994,29,615,11029176
Hepatitis A,Ohio,1995,40,1346,11085598
Hepatitis A,Ohio,1996,45,652,11143245
Hepatitis A,Ohio,1997,28,262,11200494
Hepatitis A,Ohio,1998,35,308,11255689
Hepatitis A,Ohio,1999,38,441,11307142
Hepatitis A,Ohio,2000,42,215,11353140
Hepatitis A,Ohio,2001,40,231,11392347
Hepatitis A,Ohio,2002,47,318,11425030
Hepatitis A,Ohio,2003,46,174,11451874
Hepatitis A,Ohio,2004,49,47,11473579
Hepatitis A,Ohio,2005,51,50,11490860
Hepatitis A,Ohio,2006,52,53,11504443
Hepatitis A,Ohio,2007,51,68,11515059
Hepatitis A,Ohio,2008,50,52,11523446
Hepatitis A,Ohio,2009,52,36,11530347
Hepatitis A,Ohio,2010,52,48,11536504
Hepatitis A,Ohio,2011,52,39,11542540
Hepatitis A,Oklahoma,1966,36,99,2435889
Hepatitis A,Oklahoma,1967,51,298,2461092
Hepatitis A,Oklahoma,1968,49,448,2489676
Hepatitis A,Oklahoma,1969,49,349,2522191
Hepatitis A,Oklahoma,1970,49,400,2559229
Hepatitis A,Oklahoma,1971,51,790,2601155
Hepatitis A,Oklahoma,1972,46,755,2647262
Hepatitis A,Oklahoma,1973,50,964,2696521
Hepatitis A,Oklahoma,1974,47,586,2747823
Hepatitis A,Oklahoma,1975,50,447,2799976
Hepatitis A,Oklahoma,1976,52,863,2851691
Hepatitis A,Oklahoma,1977,47,396,2901587
Hepatitis A,Oklahoma,1978,48,334,2948193
Hepatitis A,Oklahoma,1979,47,272,2989962
Hepatitis A,Oklahoma,1980,36,286,3025290
Hepatitis A,Oklahoma,1981,48,278,3053002
Hepatitis A,Oklahoma,1982,49,706,3073780
Hepatitis A,Oklahoma,1983,50,759,3088839
Hepatitis A,Oklahoma,1984,48,443,3099463
Hepatitis A,Oklahoma,1985,42,346,3106976
Hepatitis A,Oklahoma,1986,39,275,3112726
Hepatitis A,Oklahoma,1987,50,324,3118080
Hepatitis A,Oklahoma,1988,23,290,3124412
Hepatitis A,Oklahoma,1989,34,337,3133112
Hepatitis A,Oklahoma,1990,42,468,3145585
Hepatitis A,Oklahoma,1991,38,207,3162924
Hepatitis A,Oklahoma,1992,34,146,3184866
Hepatitis A,Oklahoma,1993,23,169,3210805
Hepatitis A,Oklahoma,1994,29,259,3240130
Hepatitis A,Oklahoma,1995,37,1215,3272219
Hepatitis A,Oklahoma,1996,44,2197,3306427
Hepatitis A,Oklahoma,1997,26,710,3342087
Hepatitis A,Oklahoma,1998,35,439,3378502
Hepatitis A,Oklahoma,1999,38,424,3414944
Hepatitis A,Oklahoma,2000,36,169,3450654
Hepatitis A,Oklahoma,2001,40,105,3485001
Hepatitis A,Oklahoma,2002,43,50,3517968
Hepatitis A,Oklahoma,2003,41,24,3549703
Hepatitis A,Oklahoma,2004,45,15,3580362
Hepatitis A,Oklahoma,2005,46,5,3610107
Hepatitis A,Oklahoma,2006,47,11,3639111
Hepatitis A,Oklahoma,2007,36,13,3667550
Hepatitis A,Oklahoma,2008,44,8,3695608
Hepatitis A,Oklahoma,2009,48,6,3723477
Hepatitis A,Oklahoma,2010,15,2,3751351
Hepatitis A,Oklahoma,2011,39,3,3779400
Hepatitis A,Oregon,1966,52,1061,1926399
Hepatitis A,Oregon,1967,52,877,1962204
Hepatitis A,Oregon,1968,51,827,2001422
Hepatitis A,Oregon,1969,50,794,2044367
Hepatitis A,Oregon,1970,51,1008,2091385
Hepatitis A,Oregon,1971,51,1430,2142655
Hepatitis A,Oregon,1972,47,1408,2197540
Hepatitis A,Oregon,1973,51,1115,2255122
Hepatitis A,Oregon,1974,49,778,2314377
Hepatitis A,Oregon,1975,51,673,2374166
Hepatitis A,Oregon,1976,52,710,2433231
Hepatitis A,Oregon,1977,51,738,2490192
Hepatitis A,Oregon,1978,50,979,2543561
Hepatitis A,Oregon,1979,51,764,2591750
Hepatitis A,Oregon,1980,38,553,2633105
Hepatitis A,Oregon,1981,48,475,2666441
Hepatitis A,Oregon,1982,48,355,2692647
Hepatitis A,Oregon,1983,50,760,2713240
Hepatitis A,Oregon,1984,49,980,2729830
Hepatitis A,Oregon,1985,44,1458,2744096
Hepatitis A,Oregon,1986,41,1539,2757761
Hepatitis A,Oregon,1987,51,1281,2772587
Hepatitis A,Oregon,1988,23,673,2790374
Hepatitis A,Oregon,1989,34,1550,2812975
Hepatitis A,Oregon,1990,42,629,2842321
